"TRAYECTO","DESCRIPCION","NOMENCLATURA_CIRCUITO"
1311,"C.C.Z   4  REC.  93",""
1312,"C.C.Z   4  REC.  94",""
1313,"C.C.Z   4  REC.  95",""
1314,"C.C.Z   6  REC.  81",""
1315,"C.C.Z   6  REC.  82",""
1316,"C.C.Z   6  REC.  83",""
1317,"C.C.Z   6  REC.  84",""
1318,"C.C.Z   6  REC.  85",""
1319,"C.C.Z   6  REC.  86",""
1320,"C.C.Z   6  REC.  87",""
1321,"C.C.Z   6  REC.  88",""
1322,"C.C.Z   6  REC.  89",""
1323,"C.C.Z   6  REC.  90",""
1324,"C.C.Z   6  REC.  91",""
1325,"C.C.Z   6  REC.  92",""
1326,"C.C.Z   6  REC.  93",""
1327,"C.C.Z   6  REC.  94",""
1328,"C.C.Z   6  REC.  95",""
1329,"C.C.Z   7  REC.  81",""
1330,"C.C.Z   7  REC.  82",""
1331,"C.C.Z   7  REC.  83",""
1332,"C.C.Z   7  REC.  84",""
1333,"C.C.Z   7  REC.  85",""
1334,"C.C.Z   7  REC.  86",""
1335,"C.C.Z   7  REC.  87",""
1336,"C.C.Z   7  REC.  88",""
1337,"C.C.Z   7  REC.  89",""
1338,"C.C.Z   7  REC.  90",""
1339,"C.C.Z   7  REC.  91",""
1340,"C.C.Z   7  REC.  92",""
1341,"C.C.Z   7  REC.  93",""
1342,"C.C.Z   7  REC.  94",""
1343,"C.C.Z   7  REC.  95",""
1344,"C.C.Z   9  REC.  81",""
1345,"C.C.Z   9  REC.  82",""
1346,"C.C.Z   9  REC.  83",""
1347,"C.C.Z   9  REC.  84",""
1348,"C.C.Z   9  REC.  85",""
1349,"C.C.Z   9  REC.  86",""
1350,"C.C.Z   9  REC.  87",""
1351,"C.C.Z   9  REC.  88",""
1352,"C.C.Z   9  REC.  89",""
1353,"C.C.Z   9  REC.  90",""
1354,"C.C.Z   9  REC.  91",""
1355,"C.C.Z   9  REC.  92",""
1356,"C.C.Z   9  REC.  93",""
1357,"C.C.Z   9  REC.  94",""
1358,"C.C.Z   9  REC.  95",""
1359,"C.C.Z   10  REC.  81",""
1360,"C.C.Z   10  REC.  82",""
1361,"C.C.Z   10  REC.  83",""
1362,"C.C.Z   10  REC.  84",""
1363,"C.C.Z   10  REC.  85",""
1364,"C.C.Z   10  REC.  86",""
1365,"C.C.Z   10  REC.  87",""
1366,"C.C.Z   10  REC.  88",""
1367,"C.C.Z   10  REC.  89",""
1368,"C.C.Z   10  REC.  90",""
1369,"C.C.Z   10  REC.  91",""
1370,"C.C.Z   10  REC.  92",""
1371,"C.C.Z   10  REC.  93",""
1372,"C.C.Z   10  REC.  94",""
1373,"C.C.Z   10  REC.  95",""
1374,"C.C.Z   11  REC.  81",""
1375,"C.C.Z   11  REC.  82",""
1376,"C.C.Z   11  REC.  83",""
1377,"C.C.Z   11  REC.  84",""
1378,"C.C.Z   11  REC.  85",""
1379,"C.C.Z   11  REC.  86",""
1380,"C.C.Z   11  REC.  87",""
1381,"C.C.Z   11  REC.  88",""
1382,"C.C.Z   11  REC.  89",""
1383,"C.C.Z   11  REC.  90",""
1384,"C.C.Z   11  REC.  91",""
1385,"C.C.Z   11  REC.  92",""
1386,"C.C.Z   11  REC.  93",""
1387,"C.C.Z   11  REC.  94",""
1388,"C.C.Z   11  REC.  95",""
1389,"C.C.Z   12  REC.  81",""
1390,"C.C.Z   12  REC.  82",""
1391,"C.C.Z   12  REC.  83",""
1392,"C.C.Z   12  REC.  84",""
1393,"C.C.Z   12  REC.  85",""
1394,"C.C.Z   12  REC.  86",""
1395,"C.C.Z   12  REC.  87",""
1396,"C.C.Z   12  REC.  88",""
1397,"C.C.Z   12  REC.  89",""
1398,"C.C.Z   12  REC.  90",""
1399,"C.C.Z   12  REC.  91",""
1400,"C.C.Z   12  REC.  92",""
1401,"C.C.Z   12  REC.  93",""
1402,"C.C.Z   12  REC.  94",""
1403,"C.C.Z   12  REC.  95",""
1404,"C.C.Z   13  REC.  81",""
1405,"C.C.Z   13  REC.  82",""
1406,"C.C.Z   13  REC.  83",""
1407,"C.C.Z   13  REC.  84",""
1408,"C.C.Z   13  REC.  85",""
1409,"C.C.Z   13  REC.  86",""
1410,"C.C.Z   13  REC.  87",""
1411,"C.C.Z   13  REC.  88",""
1412,"C.C.Z   13  REC.  89",""
1413,"C.C.Z   13  REC.  90",""
1414,"C.C.Z   13  REC.  91",""
1415,"C.C.Z   13  REC.  92",""
1416,"C.C.Z   13  REC.  93",""
1417,"C.C.Z   13  REC.  94",""
1418,"C.C.Z   13  REC.  95",""
1419,"C.C.Z   14  REC.  81",""
1420,"C.C.Z   14  REC.  82",""
1421,"C.C.Z   14  REC.  83",""
1422,"C.C.Z   14  REC.  84",""
1423,"C.C.Z   14  REC.  85",""
1424,"C.C.Z   14  REC.  86",""
1425,"C.C.Z   14  REC.  87",""
1426,"C.C.Z   14  REC.  88",""
1427,"C.C.Z   14  REC.  89",""
1428,"C.C.Z   14  REC.  90",""
1429,"C.C.Z   14  REC.  91",""
1430,"C.C.Z   14  REC.  92",""
1431,"C.C.Z   14  REC.  93",""
1432,"C.C.Z   14  REC.  94",""
1433,"C.C.Z   14  REC.  95",""
1434,"C.C.Z   16  REC.  81",""
1435,"C.C.Z   16  REC.  82",""
1436,"C.C.Z   16  REC.  83",""
1437,"C.C.Z   16  REC.  84",""
1438,"C.C.Z   16  REC.  85",""
1439,"C.C.Z   16  REC.  86",""
1440,"C.C.Z   16  REC.  87",""
1441,"C.C.Z   16  REC.  88",""
1442,"C.C.Z   16  REC.  89",""
1443,"C.C.Z   16  REC.  90",""
1444,"C.C.Z   16  REC.  91",""
1445,"C.C.Z   16  REC.  92",""
1446,"C.C.Z   16  REC.  93",""
1447,"C.C.Z   16  REC.  94",""
1448,"C.C.Z   16  REC.  95",""
1449,"C.C.Z   17  REC.  81",""
1450,"C.C.Z   17  REC.  82",""
1451,"C.C.Z   17  REC.  83",""
1452,"C.C.Z   17  REC.  84",""
1453,"C.C.Z   17  REC.  85",""
1454,"C.C.Z   17  REC.  86",""
1455,"C.C.Z   17  REC.  87",""
1456,"C.C.Z   17  REC.  88",""
1457,"C.C.Z   17  REC.  89",""
1458,"C.C.Z   17  REC.  90",""
1459,"C.C.Z   17  REC.  91",""
1460,"C.C.Z   17  REC.  92",""
1461,"C.C.Z   17  REC.  93",""
1462,"C.C.Z   17  REC.  94",""
1463,"C.C.Z   17  REC.  95",""
1464,"C.C.Z   18  REC.  81",""
1465,"C.C.Z   18  REC.  82",""
1466,"C.C.Z   18  REC.  83",""
1467,"C.C.Z   18  REC.  84",""
1468,"C.C.Z   18  REC.  85",""
1469,"C.C.Z   18  REC.  86",""
1470,"C.C.Z   18  REC.  87",""
1471,"C.C.Z   18  REC.  88",""
1472,"C.C.Z   18  REC.  89",""
1473,"C.C.Z   18  REC.  90",""
1474,"C.C.Z   18  REC.  91",""
1475,"C.C.Z   18  REC.  92",""
1476,"C.C.Z   18  REC.  93",""
1477,"C.C.Z   18  REC.  94",""
1478,"C.C.Z   18  REC.  95",""
1479,"C.C.Z   3  REC.  81",""
1480,"RECOLECCIÓN RURAL","A_RR_01"
1481,"RECOLECCIÓN RURAL","A_RR_02"
1482,"RECOLECCIÓN RURAL","A_RR_03"
1483,"LEV. PALA MECANICA - REGION ESTE",""
1484,"LEVANTE DE BASURALES CON PALA MECÁNICA","PALA1M_CAMIÓN1"
1485,"LEV. PALA MECANICA - REGION CENTRO",""
1486,"LIMPIEZA DE DESALOJOS",""
1487,"LIMPIEZA DE DESALOJOS",""
1488,"LIMPIEZA DE DESALOJOS",""
1489,"Asentamientos  - Este - CPP","AS_3"
1490,"RECOLECCIÓN DE ASENTAMIENTOS","AS_01"
1491,"RECOLECCIÓN DE ASENTAMIENTOS","AS_02"
1492,"LEVANTE BOLSAS DE BARRIDO","LB_4_4A.TAREA"
1493,"Levante de barrido - Este - Z10 y Z11","PM_9"
1494,"LEVANTE DE BOLSAS DE BARRIDO Z7","LB_6_Z7"
1495,"LEVANTE DE BOLSAS DE BARRIDO Z8S","LB_11_Z8S"
1496,"LEVANTE BOLSAS DE BARRIDO","LB_2_2A.TAREA"
1497,"LEVANTE BOLSAS DE BARRIDO","LB_3_3A.TAREA"
1498,"LEVANTE DE BOLSAS DE BARRIDO Z10-Z11","LB_8_Z10_Z11"
1499,"LEVANTE DE BOLSAS DE BARRIDO Z7","LB_10"
1500,"Levante de barrido - Este - Especial Bolsas V","LB_14_ESP_BOLS_V"
1501,"LEVANTE BOLSAS DE BARRIDO","LB_1_1A.TAREA"
1502,"LEVANTE DE BOLSAS DE BARRIDO ( BM)","LB_7"
1503,"LEVANTE DE BOLSAS DE BARRIDO Z6","LB_9_Z6"
1504,"LEVANTE DE BOLSAS DE BARRIDO Z8N","LB_12_Z8N"
1505,"LEVANTE DE BOLSAS DE BARRIDO Z4","LB_5_Z4"
1506,"LEVANTE DE BOLSAS DE BARRIDO Z9 Y ZONA LIMPIA F11 Y F12","ZL_F_DU_RM_ST_1112B9"
1507,"Desalojos - Playas - Desalojos","DE_1"
1508,"Emergencias - Playas - Emergencias","EM_1"
1509,"LIMPIEZA DE FERIAS","VS_FE_RM_CA_14"
1510,"Limpieza de ferias - Este - feria 4","LF_4"
1511,"LIMPIEZA DE FERIAS","VS_FE_RM_CA_16"
1512,"LIMPIEZA DE FERIAS","VS_FE_RM_CA_11"
1513,"LIMPIEZA DE FERIAS","VS_FE_RM_CA_15"
1514,"levante de basurales con pala mecanica - Este - pala 1","PM_3"
1515,"levante de basurales con pala mecanica - Este - pala 2","PM_6"
1516,"LEVANTE DE BASURALES CON PALA MECANICA","PALA1M_CAMIÓN2"
1517,"LEVANTE DE BASURALES CON PALA MECANICA","PALA1M_CAMIÓN3"
1518,"levante de basurales con pala mecanica - Este - pala 1","PM_3"
1519,"levante de basurales con pala mecanica - Este - pala 2","PM_6"
1520,"levante de basurales con pala mecanica - Este - apoyo a pala","PM_16"
1521,"Limpieza de playas, papeleras de playa - Playas - Playas2","LP_2"
1522,"Limpieza de playas, papeleras de playa - Playas - Playas1","LP_1"
1523,"Limpieza de playas certificadas y papeleras playa - Playas -","CH_LP_2"
1524,"ENTORNO DE CONTENEDORES","EC_02"
1525,"Entorno contenedores - Playas - Avenidas10","EC_4"
1526,"ENTORNO CONTENEDORES - ESTE - AP DOM2","EC_8"
1527,"Entorno contenedores - Playas - Avenidas11","EC_5"
1528,"ENTORNO DE CONTENEDORES","EC_01"
1529,"Entorno contenedores, avenidas, domiciliaria, bolsas, etc - ","EC_6"
1530,"Entorno contenedores y barrido 8 de Octubre (Tunel a Pan de ","EC_3"
1531,"Entorno contenedores, avenidas y domiciliaria - Este -  aven","EC_6"
1532,"Entorno contenedores, avenidas, domiciliaria, bolsas, etc - ","EC_7"
1533,"Levante bolsa, barrido oto?al  - Este - Oto?al","Oto?al"
1534,"Mecanizada, barrido y papelera - Playas - Avenidas1","BM_1"
1535,"Mecanizada, barrido y papelera - Playas - Avenidas2","BM_2"
1536,"Mecanizada, barrido y papelera - Playas - Avenidas4","BM_4"
1537,"Mecanizada, barrido y papelera - Playas - Avenidas6","BM_6"
1538,"Mecanizada, barrido y papelera - Playas - Avenidas7","BM_7"
1539,"Mecanizada, barrido y papelera - Playas - Avenidas3","BM_3"
1540,"Mecanizada, barrido y papelera - Playas - Avenidas5","BM_5"
1541,"Mecanizada, barrido y papelera - Playas - Avenidas8","BM_8"
1542,"Operativos Inspeccion General - Playas - Inspeccion General1","Inspeccion General1"
1543,"Recoleccion necropcias - Playas - Necropcias","RE_1"
1544,"Recoleccion selectiva - Playas - Pilas","RS_1"
1545,"Recoleccion selectiva - Playas - Bolsa de Leche","RS_2"
1546,"RECOLECCION SELECTIVA - RS - CCHH Y SSEE","RS_3"
1547,"SERVICIOS COMERCIALES - M1 B","SC_6_M1B"
1548,"SERVICIOS COMERCIALES - M3 B","SC_10_M3B"
1549,"SERVICIOS COMERCIALES - M5 B","SC_14_M5B"
1550,"SERVICIOS COMERCIALES  - V2 A","SC_17_V2A"
1551,"SERVICIOS COMERCIALES - M1 A","SC_5_M1A"
1552,"SERVICIOS COMERCIALES - M3 A","SC_9_M3A"
1553,"SERVICIOS COMERCIALES - V4 B","SC_22_V4B"
1554,"SERVICIOS COMERCIALES - N1","SC_25_N1"
1555,"SERVICIOS COMERCIALES","SC_04"
1556,"SERVICIOS COMERCIALES - M2 A","SC_7_M2A"
1557,"SERVICIOS COMERCIALES - M4 A","SC_11_M4A"
1558,"SERVICIOS COMERCIALES - V1 B","SC_16_V1B"
1559,"SERVICIOS COMERCIALES - V2 B","SC_18_V2B"
1560,"SERVICIOS COMERCIALES - M2 B","SC_8_M2B"
1561,"SERVICIOS COMERCIALES - V3 B","SC_20_V3B"
1562,"SERVICIOS COMERCIALES - V5 A","SC_23_V5A"
1563,"SERVICIOS COMERCIALES - V5 B","SC_24_V5B"
1564,"SERVICIOS COMERCIALES  - M4 B","SC_12_M4B"
1565,"SERVICIOS COMERCIALES - M5 A","SC_13_M5A"
1566,"SERVICIOS COMERCIALES - V1 A","SC_15_V1A"
1567,"SERVICIOS COMERCIALES - V3 A","SC_19_V3A"
1568,"SERVICIOS COMERCIALES - V4 A","SC_21_V4A"
1569,"SERVICIOS COMERCIALES","SC_01"
1570,"SERVICIOS COMERCIALES","SC_02"
1571,"SERVICIOS COMERCIALES","SC_03"
1572,"Domiciliaria Manual - Oeste - 17.2","A_DM_2"
1573,"Domiciliaria Manual - Oeste - 17.3","A_DM_3"
1574,"Domiciliaria Manual - Oeste - 17.4","A_DM_4"
1575,"Domiciliaria Manual - Oeste - 17.5","A_DM_5"
1576,"Domiciliaria Manual - Oeste - 18.1","A_DM_8"
1577,"Domiciliaria Manual - Oeste - 9a. TAREA","DM_1"
1578,"Domiciliaria Manual - Oeste - 12.4","G_DM_5"
1579,"Domiciliaria Manual - Oeste - 18.3","A_DM_15"
1580,"Domiciliaria Manual - Este - 9,15","9.15"
1581,"Domiciliaria Manual - Este - apoyo v 1","DM_7"
1582,"Domiciliaria Manual - Este - 10,1","10.1"
1583,"Domiciliaria Manual - Este - Apoyo Noc ","DM_9"
1584,"Domiciliaria Manual - Oeste - 17.6","A_DM_6"
1585,"Domiciliaria Manual - Oeste - 18.5","A_DM_11"
1586,"Domiciliaria Manual - Oeste - 12.1","G_DM_1"
1587,"Domiciliaria Manual - Este - 9,16","9.16"
1588,"Domiciliaria Manual - Este - 11,1","11.1"
1589,"Domiciliaria Manual - Este - 9,8","9.8"
1590,"Domiciliaria Manual - Este - 910","F_DM_15"
1591,"Domiciliaria Manual - Este - 9,12","9.12"
1592,"Domiciliaria Manual - Este - 9,13","9.13"
1593,"Domiciliaria Manual - Este - 10,3","10.3"
1594,"Domiciliaria Manual - Este - apoyo Noc. 2","DM_10"
1595,"Domiciliaria Manual - Oeste - 14.4","G_DM_2"
1596,"Domiciliaria Manual - Oeste - 12.2","G_DM_3"
1597,"Domiciliaria Manual - Este - 10,6","10.6"
1598,"Domiciliaria Manual - Este - 9,6","9.6"
1599,"Domiciliaria Manual - Este - 11,2","11.2"
1600,"Domiciliaria Manual - Este - AM a","DM_2"
1601,"Domiciliaria Manual - Este - 9,2","9.2"
1602,"Domiciliaria Manual - Oeste - 17.7","A_DM_7"
1603,"Domiciliaria Manual - Este - 9,18","9.18"
1604,"DOMICILIARIA MANUAL - ESTE - VESPERTINO","F_DM_06_LM3"
1605,"Domiciliaria Manual - Este - 10,5","10.5"
1606,"Domiciliaria Manual - Este - 11,3","11.3"
1607,"Domiciliaria Manual - Este - 9,11","9.11"
1608,"Domiciliaria Manual - Oeste - 18.2","A_DM_9"
1609,"Domiciliaria Manual - Oeste - 12.3","G_DM_4"
1610,"Domiciliaria Manual - Este - 11,4","11.4"
1611,"Domiciliaria Manual - Este - 10,7","10.7"
1612,"Domiciliaria Manual - Este - avenidas V","DM_6"
1613,"Domiciliaria Manual - Este - 9,1","9.1"
1614,"Domiciliaria Manual - Este - 9,3","9.3"
1615,"Domiciliaria Manual - Este - 9,7","9.7"
1616,"Domiciliaria Manual - Este - 10,4","10.4"
1617,"Domiciliaria Manual - Oeste - 14.1","A_DM_12"
1618,"Domiciliaria Manual - Oeste - 14.2","A_DM_13"
1619,"Domiciliaria Manual - Oeste - 14.3","A_DM_14"
1620,"Domiciliaria Manual - Este - 9,17","9.17"
1621,"Domiciliaria Manual - Este - apoyo 1","DM_4"
1622,"Domiciliaria Manual - Este - 9,5","9.5"
1623,"Domiciliaria Manual - Este - 9,9","9.9"
1624,"Domiciliaria Manual - Este - 10,2","10.2"
1625,"Domiciliaria Manual - Oeste - 17.1","A_DM_1"
1626,"Domiciliaria Manual - Oeste - 18.4","A_DM_10"
1627,"Domiciliaria Manual - Este - 9,14","9.14"
1628,"Domiciliaria Manual - Este - AM b","DM_3"
1629,"Domiciliaria Manual - Este - apoyo v 2","DM_8"
1630,"Domiciliaria Manual - Este - 9,4","9.4"
1631,"Domiciliaria Manual - Este - apoyo 2","DM_5"
1632,"Recoleccion por contenedores m - Contenedores - H1","CH_CL_8"
1633,"Recoleccion por contenedores m - Contenedores - J1","CH_CL_10"
1634,"Recoleccion por contenedores m - Contenedores - B2","C_CL_1"
1635,"Recoleccion por contenedores m - Contenedores - C6","A_CL_3"
1636,"Recoleccion por contenedores m - Contenedores - F6","A_CL_6"
1637,"Recoleccion por contenedores m - Contenedores - A2","CH_CL_11"
1638,"Recoleccion por contenedores m - Contenedores - C3","C_CL_5"
1639,"Recoleccion por contenedores m - Contenedores - G3","C_CL_1"
1640,"Recoleccion por contenedores m - Contenedores - D6","A_CL_4"
1641,"Recoleccion por contenedores m - Contenedores - E3","C_CL_7"
1642,"Recoleccion por contenedores m - Contenedores - E4","C_CL_13"
1643,"Recoleccion por contenedores m - Contenedores - E5","E_CL_2"
1644,"Recoleccion por contenedores m - Contenedores - B9","E_CL_11"
1645,"Recoleccion por contenedores m - Contenedores - B1","CH_CL_2"
1646,"Recoleccion por contenedores m - Contenedores - I1","CH_CL_9"
1647,"Recoleccion por contenedores m - Contenedores - B3","C_CL_4"
1648,"Recoleccion por contenedores m - Contenedores - H6","G_CL_2"
1649,"Recoleccion por contenedores m - Contenedores - B4","C_CL_10"
1650,"Recoleccion por contenedores m - Contenedores - F9","E_CL_15"
1651,"Recoleccion por contenedores m - Contenedores - A10 ","G_CL_3"
1652,"Recoleccion por contenedores m - Contenedores - CN7","E_RS_1"
1653,"Recoleccion por contenedores m - Contenedores - C1","CH_CL_3"
1654,"Recoleccion por contenedores m - Contenedores - F1","CH_CL_6"
1655,"Recoleccion por contenedores m - Contenedores - C2","E_CL_1"
1656,"Recoleccion por contenedores m - Contenedores - D2","D_CL_8"
1657,"Recoleccion por contenedores m - Contenedores - A3","C_CL_3"
1658,"Recoleccion por contenedores m - Contenedores - B6","A_CL_2"
1659,"Recoleccion por contenedores m - Contenedores - F4","C_CL_14"
1660,"Recoleccion por contenedores m - Contenedores - B5","D_CL_2"
1661,"Recoleccion por contenedores m - Contenedores - D5","D_CL_4"
1662,"Recoleccion por contenedores m - Contenedores - C7","E_CL_6"
1663,"Recoleccion por contenedores m - Contenedores - C8","D_CL_7"
1664,"Recoleccion por contenedores m - Contenedores - C9","E_CL_12"
1665,"Recoleccion por contenedores m - Contenedores - A1","CH_CL_1"
1666,"Recoleccion por contenedores m - Contenedores - E1","CH_CL_5"
1667,"Recoleccion por contenedores m - Contenedores - E6","A_CL_5"
1668,"Recoleccion por contenedores m - Contenedores - C5","D_CL_3"
1669,"Recoleccion por contenedores m - Contenedores - B7","E_CL_5"
1670,"Recoleccion por contenedores m - Contenedores - B8","D_CL_6"
1671,"Recoleccion por contenedores m - Contenedores - D9","E_CL_13"
1672,"Recoleccion por contenedores m - Contenedores - E9","E_CL_14"
1673,"Recoleccion por contenedores m - Contenedores - G1","CH_CL_7"
1674,"Recoleccion por contenedores m - Contenedores - C4","C_CL_11"
1675,"Recoleccion por contenedores m - Contenedores - D4","C_CL_12"
1676,"Recoleccion por contenedores m - Contenedores - F5","E_CL_3"
1677,"Recoleccion por contenedores m - Contenedores - A7","E_CL_4"
1678,"Recoleccion por contenedores m - Contenedores - F7","E_CL_9"
1679,"Recoleccion por contenedores m - Contenedores - A9","E_CL_10"
1680,"Recoleccion por contenedores m - Contenedores - D3","C_CL_6"
1681,"Recoleccion por contenedores m - Contenedores - F3","C_CL_8"
1682,"Recoleccion por contenedores m - Contenedores - A6","A_CL_1"
1683,"Recoleccion por contenedores m - Contenedores - G6","G_CL_1"
1684,"Recoleccion por contenedores m - Contenedores - A4","C_CL_9"
1685,"Recoleccion por contenedores m - Contenedores - D7","E_CL_7"
1686,"Recoleccion por contenedores m - Contenedores - B10 ","G_CL_4"
1687,"Recoleccion por contenedores m - Contenedores - D1","CH_CL_4"
1688,"Recoleccion por contenedores m - Contenedores - A5","D_CL_1"
1689,"Recoleccion por contenedores m - Contenedores - E7","E_CL_8"
1690,"Recoleccion por contenedores m - Contenedores - A8","D_CL_5"
1691,"Domiciliaria Manual - Convenios - 13.3B","13.3B"
1692,"Domiciliaria Manual - Convenios - 13.5A","13.5A"
1693,"Domiciliaria Manual - Convenios - 13.1A","13.1A"
1694,"Domiciliaria Manual - Convenios - 13.2A","13.2A"
1695,"Domiciliaria Manual - Convenios - 13.6B","13.6B"
1696,"Domiciliaria Manual - Convenios - 13.7B","13.7B"
1697,"Domiciliaria Manual - Convenios - 13.8A","13.8A"
1698,"Domiciliaria Manual - Convenios - Diferencial CCZ11-13","Diferencial CCZ11-13"
1699,"Domiciliaria Manual - Convenios - 13.4B","13.4B"
1700,"Ferias, Barrido, reclamos y SS - Contratos - CAP_varios","CAP_varios"
1701,"Ferias, Barrido, reclamos y SS - Contratos - CAP_varios","CAP_varios"
1702,"Levante de residuos por volque - Contratos - Bersur5","Bersur5"
1703,"Levante de residuos por volque - Contratos - Bersur12","Bersur12"
1704,"Levante de residuos por volque - Contratos - Bersur20","Bersur20"
1705,"Levante de residuos por volque - Contratos - Bersur23","Bersur23"
1706,"Levante de residuos por volque - Contratos - Bersur26","Bersur26"
1707,"Levante de residuos por volque - Contratos - Bersur31","Bersur31"
1708,"Levante de residuos por volque - Contratos - Bersur33","Bersur33"
1709,"Levante de residuos por volque - Contratos - Bersur37","Bersur37"
1710,"Levante de residuos por volque - Contratos - Bersur73","Bersur73"
1711,"Levante de residuos por volque - Contratos - Bersur77","Bersur77"
1712,"Levante de residuos por volque - Contratos - Bersur82","Bersur82"
1713,"Levante de residuos por volque - Contratos - Bersur87","Bersur87"
1714,"Levante de residuos por volque - Contratos - Bersur1","Bersur1"
1715,"Levante de residuos por volque - Contratos - Bersur17","Bersur17"
1716,"Levante de residuos por volque - Contratos - Bersur25","Bersur25"
1717,"Levante de residuos por volque - Contratos - Bersur36","Bersur36"
1718,"Levante de residuos por volque - Contratos - Bersur38","Bersur38"
1719,"Levante de residuos por volque - Contratos - Bersur40","Bersur40"
1720,"Levante de residuos por volque - Contratos - Bersur54","Bersur54"
1721,"Levante de residuos por volque - Contratos - Bersur57","Bersur57"
1722,"Levante de residuos por volque - Contratos - Bersur69","Bersur69"
1723,"Levante de residuos por volque - Contratos - Bersur76","Bersur76"
1724,"Levante de residuos por volque - Contratos - Bersur78","Bersur78"
1725,"Levante de residuos por volque - Contratos - Bersur94","Bersur94"
1726,"Levante de residuos por volque - Contratos - Bersur10","Bersur10"
1727,"Levante de residuos por volque - Contratos - Bersur29","Bersur29"
1728,"Levante de residuos por volque - Contratos - Bersur48","Bersur48"
1729,"Levante de residuos por volque - Contratos - Bersur56","Bersur56"
1730,"Levante de residuos por volque - Contratos - Bersur62","Bersur62"
1731,"Levante de residuos por volque - Contratos - Bersur65","Bersur65"
1732,"Levante de residuos por volque - Contratos - Bersur70","Bersur70"
1733,"Levante de residuos por volque - Contratos - Bersur79","Bersur79"
1734,"Levante de residuos por volque - Contratos - Bersur84","Bersur84"
1735,"Levante de residuos por volque - Contratos - Bersur88","Bersur88"
1736,"Levante de residuos por volque - Contratos - Bersur91","Bersur91"
1737,"Levante de residuos por volque - Contratos - Bersur95","Bersur95"
1738,"Levante de residuos por volque - Contratos - Bersur97","Bersur97"
1739,"Levante de residuos por volque - Contratos - Bersur11","Bersur11"
1740,"Levante de residuos por volque - Contratos - Bersur21","Bersur21"
1741,"Levante de residuos por volque - Contratos - Bersur30","Bersur30"
1742,"Levante de residuos por volque - Contratos - Bersur32","Bersur32"
1743,"Levante de residuos por volque - Contratos - Bersur41","Bersur41"
1744,"Levante de residuos por volque - Contratos - Bersur45","Bersur45"
1745,"Levante de residuos por volque - Contratos - Bersur47","Bersur47"
1746,"Levante de residuos por volque - Contratos - Bersur50","Bersur50"
1747,"Levante de residuos por volque - Contratos - Bersur51","Bersur51"
1748,"Levante de residuos por volque - Contratos - Bersur55","Bersur55"
1749,"Levante de residuos por volque - Contratos - Bersur58","Bersur58"
1750,"Levante de residuos por volque - Contratos - Bersur59","Bersur59"
1751,"Levante de residuos por volque - Contratos - Bersur63","Bersur63"
1752,"Levante de residuos por volque - Contratos - Bersur66","Bersur66"
1753,"Levante de residuos por volque - Contratos - Bersur80","Bersur80"
1754,"Levante de residuos por volque - Contratos - Bersur93","Bersur93"
1755,"Levante de residuos por volque - Contratos - Bersur9","Bersur9"
1756,"Levante de residuos por volque - Contratos - Bersur13","Bersur13"
1757,"Levante de residuos por volque - Contratos - Bersur16","Bersur16"
1758,"Levante de residuos por volque - Contratos - Bersur22","Bersur22"
1759,"Levante de residuos por volque - Contratos - Bersur27","Bersur27"
1760,"Levante de residuos por volque - Contratos - Bersur28","Bersur28"
1761,"Levante de residuos por volque - Contratos - Bersur34","Bersur34"
1762,"Levante de residuos por volque - Contratos - Bersur39","Bersur39"
1763,"Levante de residuos por volque - Contratos - Bersur46","Bersur46"
1764,"Levante de residuos por volque - Contratos - Bersur49","Bersur49"
1765,"Levante de residuos por volque - Contratos - Bersur52","Bersur52"
1766,"Levante de residuos por volque - Contratos - Bersur60","Bersur60"
1767,"Levante de residuos por volque - Contratos - Bersur64","Bersur64"
1768,"Levante de residuos por volque - Contratos - Bersur72","Bersur72"
1769,"Levante de residuos por volque - Contratos - Bersur74","Bersur74"
1770,"Levante de residuos por volque - Contratos - Bersur86","Bersur86"
1771,"Levante de residuos por volque - Contratos - Bersur89","Bersur89"
1772,"Levante de residuos por volque - Contratos - Bersur90","Bersur90"
1773,"Levante de residuos por volque - Contratos - Bersur2","Bersur2"
1774,"Levante de residuos por volque - Contratos - Bersur3","Bersur3"
1775,"Levante de residuos por volque - Contratos - Bersur6","Bersur6"
1776,"Levante de residuos por volque - Contratos - Bersur7","Bersur7"
1777,"Levante de residuos por volque - Contratos - Bersur15","Bersur15"
1778,"Levante de residuos por volque - Contratos - Bersur24","Bersur24"
1779,"Levante de residuos por volque - Contratos - Bersur53","Bersur53"
1780,"Levante de residuos por volque - Contratos - Bersur67","Bersur67"
1781,"Levante de residuos por volque - Contratos - Bersur68","Bersur68"
1782,"Levante de residuos por volque - Contratos - Bersur75","Bersur75"
1783,"Levante de residuos por volque - Contratos - Bersur85","Bersur85"
1784,"Levante de residuos por volque - Contratos - Bersur42","Bersur42"
1785,"Levante de residuos por volque - Contratos - Bersur43","Bersur43"
1786,"Levante de residuos por volque - Contratos - Bersur44","Bersur44"
1787,"Levante de residuos por volque - Contratos - Bersur71","Bersur71"
1788,"Levante de residuos por volque - Contratos - Bersur83","Bersur83"
1789,"Levante de residuos por volque - Contratos - Bersur96","Bersur96"
1790,"Levante de residuos por volque - Contratos - Bersur4","Bersur4"
1791,"Levante de residuos por volque - Contratos - Bersur8","Bersur8"
